PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,IsAlone,Survived,AgeGroup,FareCategory,SocialStatus,Child,FarePerPerson,FamilyType
281,3,male,1.0,0,2,32.59,S,3,0,0,Child,Medium,Lower,1,10.863333333333335,Small Family
282,2,male,34.0,0,1,93.55,S,2,0,0,Young Adult,High,Middle,0,46.775,Small Family
283,2,female,30.0,0,0,110.4,S,1,1,1,Young Adult,High,Middle,0,110.4,Single
284,1,male,32.0,0,0,218.38,S,1,1,1,Young Adult,Very High,Upper,0,218.38,Single
285,3,male,31.0,0,0,46.17,S,1,1,0,Young Adult,Medium,Lower,0,46.17,Single
286,1,male,13.0,3,0,243.31125,S,4,0,1,Teen,Very High,Upper,1,60.8278125,Small Family
287,2,male,37.0,2,1,90.89,S,4,0,0,Adult,High,Middle,0,22.7225,Small Family
288,3,female,38.0,0,0,34.21,S,1,1,1,Adult,Medium,Lower,0,34.21,Single
289,2,female,39.0,0,0,41.37,C,1,1,1,Adult,Medium,Middle,0,41.37,Single
290,3,male,42.0,0,0,32.16,S,1,1,0,Adult,Medium,Lower,0,32.16,Single
291,1,female,38.0,0,2,243.31125,S,3,0,1,Adult,Very High,Upper,0,81.10375,Small Family
292,1,female,25.0,0,1,155.71,C,2,0,1,Young Adult,Very High,Upper,0,77.855,Small Family
293,3,female,29.0,1,0,17.83,C,2,0,1,Young Adult,Low,Lower,0,8.915,Small Family
294,2,female,31.0,0,0,74.09,C,1,1,1,Young Adult,Medium,Middle,0,74.09,Single
295,1,male,31.0,2,0,243.31125,S,3,0,1,Young Adult,Very High,Upper,0,81.10375,Small Family
296,3,female,43.0,1,1,36.32,S,3,0,1,Adult,Medium,Lower,0,12.106666666666667,Small Family
297,3,male,38.0,0,0,19.9,S,1,1,0,Adult,Low,Lower,0,19.9,Single
298,1,male,57.0,0,1,218.76,S,2,0,1,Adult,Very High,Upper,0,109.38,Small Family
299,3,male,59.0,1,2,10.28,S,4,0,1,Adult,Low,Lower,0,2.57,Small Family
300,1,female,31.0,2,0,243.31125,C,3,0,1,Young Adult,Very High,Upper,0,81.10375,Small Family
301,1,male,1.0,1,0,224.25,S,2,0,1,Child,Very High,Upper,1,112.125,Small Family
302,3,female,46.0,0,0,8.61,S,1,1,0,Adult,Low,Lower,0,8.61,Single
303,3,male,23.0,0,0,14.16,S,1,1,0,Young Adult,Low,Lower,0,14.16,Single
304,3,male,20.0,0,0,36.96,S,1,1,0,Young Adult,Medium,Lower,0,36.96,Single
305,3,male,25.0,4,0,17.78,C,5,0,1,Young Adult,Low,Lower,0,3.556,Large Family
306,3,male,24.0,1,0,56.39,S,2,0,0,Young Adult,Medium,Lower,0,28.195,Small Family
307,3,male,38.0,1,0,46.56,S,2,0,0,Adult,Medium,Lower,0,23.28,Small Family
308,2,male,10.0,0,2,117.2,S,3,0,1,Child,High,Middle,1,39.06666666666667,Small Family
309,3,male,16.0,1,0,5.34,C,2,0,0,Teen,Low,Lower,0,2.67,Small Family
310,2,male,34.0,0,0,116.33,C,1,1,0,Young Adult,High,Middle,0,116.33,Single
311,2,female,38.0,0,1,51.28,S,2,0,1,Adult,Medium,Middle,0,25.64,Small Family
312,1,male,38.0,0,0,195.24,S,1,1,1,Adult,Very High,Upper,0,195.24,Single
313,1,male,20.0,3,1,123.94,S,5,0,1,Young Adult,High,Upper,0,24.788,Large Family
314,3,male,17.0,1,1,12.86,Q,3,0,0,Teen,Low,Lower,0,4.286666666666666,Small Family
315,3,male,23.0,0,0,42.14,S,1,1,0,Young Adult,Medium,Lower,0,42.14,Single
316,3,male,33.0,2,0,29.77,S,3,0,0,Young Adult,Medium,Lower,0,9.923333333333334,Small Family
317,2,female,49.0,0,0,40.57,S,1,1,1,Adult,Medium,Middle,0,40.57,Single
318,1,male,3.0,0,0,243.31125,C,1,1,1,Child,Very High,Upper,1,243.31125,Single
319,1,female,27.0,0,0,243.31125,C,1,1,1,Young Adult,Very High,Upper,0,243.31125,Single
320,2,male,13.0,0,2,94.67,S,3,0,1,Teen,High,Middle,1,31.55666666666667,Small Family
321,3,female,9.0,0,0,20.61,S,1,1,1,Child,Low,Lower,1,20.61,Single
322,3,female,43.0,0,0,45.43,S,1,1,0,Adult,Medium,Lower,0,45.43,Single
323,3,male,37.0,1,2,15.07,S,4,0,0,Adult,Low,Lower,0,3.7675,Small Family
324,2,male,36.0,0,1,71.44,S,2,0,0,Adult,Medium,Middle,0,35.72,Small Family
325,3,female,42.0,1,0,45.97,C,2,0,1,Adult,Medium,Lower,0,22.985,Small Family
326,3,male,24.0,0,0,41.31,C,1,1,0,Young Adult,Medium,Lower,0,41.31,Single
327,3,female,24.0,1,0,19.88,Q,2,0,1,Young Adult,Low,Lower,0,9.94,Small Family
328,3,female,58.0,1,2,11.72,S,4,0,1,Adult,Low,Lower,0,2.93,Small Family
329,2,male,27.0,1,0,66.76,S,2,0,0,Young Adult,Medium,Middle,0,33.38,Small Family
330,1,male,40.0,0,2,106.42,C,3,0,1,Adult,High,Upper,0,35.473333333333336,Small Family
331,2,female,30.0,1,0,45.87,S,2,0,1,Young Adult,Medium,Middle,0,22.935,Small Family
332,3,female,6.0,0,1,11.32,S,2,0,1,Child,Low,Lower,1,5.66,Small Family
333,1,female,3.0,2,0,163.21,S,3,0,1,Child,Very High,Upper,1,54.403333333333336,Small Family
334,1,female,22.0,0,3,131.63,Q,4,0,1,Young Adult,High,Upper,0,32.9075,Small Family
335,1,male,44.0,0,2,243.31125,C,3,0,1,Adult,Very High,Upper,0,81.10375,Small Family
336,1,male,40.0,0,0,156.53,S,1,1,1,Adult,Very High,Upper,0,156.53,Single
337,3,female,42.0,1,1,34.89,S,3,0,1,Adult,Medium,Lower,0,11.63,Small Family
338,3,male,17.0,0,1,9.97,C,2,0,0,Teen,Low,Lower,0,4.985,Small Family
339,2,male,51.0,3,2,42.75,C,6,0,0,Adult,Medium,Middle,0,7.125,Large Family
340,1,female,17.0,4,0,179.65,S,5,0,1,Teen,Very High,Upper,0,35.93,Large Family
341,2,male,33.0,1,0,70.89,S,2,0,1,Young Adult,Medium,Middle,0,35.445,Small Family
342,2,male,30.0,0,1,67.17,S,2,0,1,Young Adult,Medium,Middle,0,33.585,Small Family
343,1,female,28.0,1,1,243.31125,S,3,0,1,Young Adult,Very High,Upper,0,81.10375,Small Family
344,2,female,47.0,0,0,111.6,Q,1,1,1,Adult,High,Middle,0,111.6,Single
345,2,male,21.0,0,1,41.52,S,2,0,0,Young Adult,Medium,Middle,0,20.76,Small Family
346,3,male,12.0,2,0,11.53,S,3,0,0,Child,Low,Lower,1,3.8433333333333333,Small Family
347,3,female,30.0,3,1,20.44,S,5,0,0,Young Adult,Low,Lower,0,4.088,Large Family
348,1,female,25.0,3,0,243.31125,S,4,0,1,Young Adult,Very High,Upper,0,60.8278125,Small Family
349,2,male,62.375,0,0,73.61,S,1,1,0,Senior,Medium,Middle,0,73.61,Single
350,3,male,39.0,0,0,58.25,C,1,1,0,Adult,Medium,Lower,0,58.25,Single
351,3,male,25.0,0,0,40.06,S,1,1,0,Young Adult,Medium,Lower,0,40.06,Single
352,3,male,16.0,0,0,24.29,S,1,1,0,Teen,Low,Lower,0,24.29,Single
353,3,female,6.0,0,0,43.14,S,1,1,1,Child,Medium,Lower,1,43.14,Single
354,1,male,17.0,0,0,243.31125,C,1,1,1,Teen,Very High,Upper,0,243.31125,Single
355,1,male,31.0,1,0,141.95,C,2,0,1,Young Adult,High,Upper,0,70.975,Small Family
356,3,male,49.0,1,1,18.41,S,3,0,0,Adult,Low,Lower,0,6.136666666666667,Small Family
357,1,female,45.0,1,0,243.31125,S,2,0,1,Adult,Very High,Upper,0,121.655625,Small Family
358,3,male,33.0,1,0,9.14,S,2,0,0,Young Adult,Low,Lower,0,4.57,Small Family
359,3,male,26.0,0,0,28.11,S,1,1,0,Young Adult,Medium,Lower,0,28.11,Single
360,3,male,33.0,0,2,39.0,S,3,0,0,Young Adult,Medium,Lower,0,13.0,Small Family
361,2,male,23.0,1,1,118.87,C,3,0,0,Young Adult,High,Middle,0,39.623333333333335,Small Family
362,3,female,52.0,0,0,49.57,S,1,1,0,Adult,Medium,Lower,0,49.57,Single
363,2,male,28.0,0,1,85.41,Q,2,0,0,Young Adult,High,Middle,0,42.705,Small Family
364,3,male,29.0,0,3,9.83,S,4,0,0,Young Adult,Low,Lower,0,2.4575,Small Family
365,3,male,1.0,0,0,32.12,S,1,1,0,Child,Medium,Lower,1,32.12,Single
366,2,male,27.0,1,2,116.12,S,4,0,1,Young Adult,High,Middle,0,29.03,Small Family
367,3,male,41.0,2,0,49.25,S,3,0,0,Adult,Medium,Lower,0,16.416666666666668,Small Family
368,3,female,16.0,2,0,19.65,S,3,0,1,Teen,Low,Lower,0,6.55,Small Family
369,1,male,20.0,0,0,243.31125,C,1,1,1,Young Adult,Very High,Upper,0,243.31125,Single
370,1,female,40.0,0,0,243.31125,S,1,1,1,Adult,Very High,Upper,0,243.31125,Single
371,1,male,11.0,2,0,195.07,S,3,0,1,Child,Very High,Upper,1,65.02333333333333,Small Family
372,1,female,44.0,0,0,243.31125,C,1,1,1,Adult,Very High,Upper,0,243.31125,Single
373,1,male,23.0,0,0,243.31125,Q,1,1,1,Young Adult,Very High,Upper,0,243.31125,Single
374,3,male,25.0,2,0,53.19,S,3,0,0,Young Adult,Medium,Lower,0,17.73,Small Family
375,1,male,15.0,1,0,216.83,C,2,0,1,Teen,Very High,Upper,1,108.415,Small Family
376,2,male,35.0,2,0,114.06,S,3,0,1,Young Adult,High,Middle,0,38.02,Small Family
377,3,male,62.0,0,0,44.97,S,1,1,0,Senior,Medium,Lower,0,44.97,Single
378,1,female,40.0,0,3,243.31125,S,4,0,1,Adult,Very High,Upper,0,60.8278125,Small Family
379,3,male,19.0,2,0,15.91,Q,3,0,0,Teen,Low,Lower,0,5.303333333333334,Small Family
380,2,female,45.0,0,0,50.94,S,1,1,1,Adult,Medium,Middle,0,50.94,Single
381,1,female,26.0,1,0,173.22,S,2,0,1,Young Adult,Very High,Upper,0,86.61,Small Family
382,3,male,48.0,0,0,59.4,S,1,1,0,Adult,Medium,Lower,0,59.4,Single
383,3,female,40.0,1,0,12.41,S,2,0,0,Adult,Low,Lower,0,6.205,Small Family
384,3,female,1.0,1,0,24.59,S,2,0,1,Child,Low,Lower,1,12.295,Small Family
385,3,male,17.0,0,1,22.12,S,2,0,0,Teen,Low,Lower,0,11.06,Small Family
386,3,male,42.0,0,0,53.41,S,1,1,0,Adult,Medium,Lower,0,53.41,Single
387,2,male,32.0,1,0,40.83,S,2,0,0,Young Adult,Medium,Middle,0,20.415,Small Family
388,1,male,17.0,1,0,194.28,S,2,0,1,Teen,Very High,Upper,0,97.14,Small Family
389,3,male,22.0,0,1,12.86,S,2,0,0,Young Adult,Low,Lower,0,6.43,Small Family
390,3,male,5.0,2,1,47.65,S,4,0,0,Child,Medium,Lower,1,11.9125,Small Family
391,3,female,29.0,0,0,18.07,S,1,1,1,Young Adult,Low,Lower,0,18.07,Single
392,2,male,59.0,0,0,109.78,C,1,1,1,Adult,High,Middle,0,109.78,Single
393,2,male,40.0,0,2,113.39,S,3,0,0,Adult,High,Middle,0,37.79666666666667,Small Family
394,3,male,58.0,3,0,26.53,S,4,0,0,Adult,Medium,Lower,0,6.6325,Small Family
395,2,male,41.0,0,0,61.8,C,1,1,1,Adult,Medium,Middle,0,61.8,Single
396,3,female,43.0,0,0,12.35,S,1,1,1,Adult,Low,Lower,0,12.35,Single
397,3,female,56.0,1,0,54.31,S,2,0,1,Adult,Medium,Lower,0,27.155,Small Family
398,2,male,35.0,0,2,52.34,Q,3,0,1,Young Adult,Medium,Middle,0,17.44666666666667,Small Family
399,3,male,28.0,0,3,10.46,S,4,0,0,Young Adult,Low,Lower,0,2.615,Small Family
400,3,male,43.0,0,1,18.48,S,2,0,0,Adult,Low,Lower,0,9.24,Small Family
401,1,female,49.0,1,0,241.06,Q,2,0,1,Adult,Very High,Upper,0,120.53,Small Family
402,3,male,24.0,0,0,9.7,S,1,1,0,Young Adult,Low,Lower,0,9.7,Single
403,3,male,21.0,2,0,49.88,S,3,0,0,Young Adult,Medium,Lower,0,16.62666666666667,Small Family
404,3,female,32.0,2,3,54.06,S,6,0,1,Young Adult,Medium,Lower,0,9.01,Large Family
405,2,female,41.0,1,1,90.26,S,3,0,1,Adult,High,Middle,0,30.08666666666667,Small Family
406,3,male,40.0,1,0,21.16,S,2,0,0,Adult,Low,Lower,0,10.58,Small Family
407,2,male,11.0,0,0,115.73,S,1,1,1,Child,High,Middle,1,115.73,Single
408,1,male,55.0,0,0,243.31125,C,1,1,1,Adult,Very High,Upper,0,243.31125,Single
409,3,female,22.0,1,3,47.9,Q,5,0,1,Young Adult,Medium,Lower,0,9.58,Large Family
410,1,male,27.0,2,0,243.31125,S,3,0,1,Young Adult,Very High,Upper,0,81.10375,Small Family
411,2,male,18.0,0,0,93.08,C,1,1,0,Teen,High,Middle,0,93.08,Single
412,3,female,62.375,0,0,42.78,S,1,1,0,Senior,Medium,Lower,0,42.78,Single
413,3,male,33.0,0,0,12.42,S,1,1,0,Young Adult,Low,Lower,0,12.42,Single
414,3,female,19.0,0,2,33.09,Q,3,0,0,Teen,Medium,Lower,0,11.030000000000001,Small Family
415,3,female,41.0,0,3,38.71,S,4,0,1,Adult,Medium,Lower,0,9.6775,Small Family
416,2,male,40.0,0,2,54.16,S,3,0,0,Adult,Medium,Middle,0,18.05333333333333,Small Family
417,2,female,28.0,0,1,83.5,S,2,0,1,Young Adult,High,Middle,0,41.75,Small Family
418,2,female,41.0,0,0,116.62,S,1,1,1,Adult,High,Middle,0,116.62,Single
419,3,male,19.0,0,0,28.13,S,1,1,0,Teen,Medium,Lower,0,28.13,Single
420,3,female,24.0,1,0,53.83,S,2,0,1,Young Adult,Medium,Lower,0,26.915,Small Family
421,3,female,4.0,2,1,34.26,C,4,0,1,Child,Medium,Lower,1,8.565,Small Family
422,3,female,13.0,3,0,46.17,S,4,0,1,Teen,Medium,Lower,1,11.5425,Small Family
423,1,male,53.0,0,0,243.31125,S,1,1,1,Adult,Very High,Upper,0,243.31125,Single
424,2,male,51.0,0,0,82.6,S,1,1,0,Adult,High,Middle,0,82.6,Single
425,1,male,31.0,3,0,122.76,S,4,0,1,Young Adult,High,Upper,0,30.69,Small Family
426,3,male,52.0,1,1,22.26,Q,3,0,0,Adult,Low,Lower,0,7.420000000000001,Small Family
427,2,male,28.0,0,2,54.22,Q,3,0,0,Young Adult,Medium,Middle,0,18.073333333333334,Small Family
428,3,female,27.0,0,0,53.47,C,1,1,1,Young Adult,Medium,Lower,0,53.47,Single
429,2,male,31.0,0,0,109.83,S,1,1,0,Young Adult,High,Middle,0,109.83,Single
430,1,male,28.0,0,2,127.34,C,3,0,1,Young Adult,High,Upper,0,42.446666666666665,Small Family
431,1,male,27.0,0,1,243.31125,S,2,0,1,Young Adult,Very High,Upper,0,121.655625,Small Family
432,3,female,45.0,2,0,6.83,S,3,0,1,Adult,Low,Lower,0,2.276666666666667,Small Family
433,3,male,32.0,0,0,9.61,S,1,1,0,Young Adult,Low,Lower,0,9.61,Single
434,1,female,39.0,1,0,243.31125,C,2,0,1,Adult,Very High,Upper,0,121.655625,Small Family
435,1,male,43.0,2,0,243.31125,S,3,0,0,Adult,Very High,Upper,0,81.10375,Small Family
436,3,male,35.0,1,2,15.61,S,4,0,1,Young Adult,Low,Lower,0,3.9025,Small Family
437,1,female,17.0,2,0,243.31125,S,3,0,1,Teen,Very High,Upper,0,81.10375,Small Family
438,3,male,12.0,3,0,34.95,S,4,0,0,Child,Medium,Lower,1,8.7375,Small Family
439,3,female,32.0,0,0,9.88,C,1,1,1,Young Adult,Low,Lower,0,9.88,Single
440,1,male,28.0,3,0,219.86,S,4,0,1,Young Adult,Very High,Upper,0,54.965,Small Family
441,1,male,31.0,1,0,115.0,S,2,0,1,Young Adult,High,Upper,0,57.5,Small Family
442,3,female,30.0,0,0,20.76,S,1,1,1,Young Adult,Low,Lower,0,20.76,Single
443,2,female,62.375,1,0,64.0,C,2,0,1,Senior,Medium,Middle,0,32.0,Small Family
444,2,male,13.0,1,0,100.27,S,2,0,1,Teen,High,Middle,1,50.135,Small Family
445,3,female,4.0,2,0,46.62,S,3,0,1,Child,Medium,Lower,1,15.54,Small Family
446,3,female,34.0,0,0,55.15,S,1,1,1,Young Adult,Medium,Lower,0,55.15,Single
447,3,female,25.0,0,0,29.3,S,1,1,1,Young Adult,Medium,Lower,0,29.3,Single
448,3,male,34.0,0,0,18.45,C,1,1,0,Young Adult,Low,Lower,0,18.45,Single
449,2,male,38.0,0,0,90.06,Q,1,1,0,Adult,High,Middle,0,90.06,Single
450,1,female,47.0,0,0,119.69,S,1,1,1,Adult,High,Upper,0,119.69,Single
451,3,female,10.0,0,3,5.07,S,4,0,1,Child,Low,Lower,1,1.2675,Small Family
452,3,female,23.0,1,2,40.78,S,4,0,1,Young Adult,Medium,Lower,0,10.195,Small Family
453,2,female,36.0,0,0,65.66,S,1,1,1,Adult,Medium,Middle,0,65.66,Single
454,3,male,40.0,0,1,16.57,S,2,0,0,Adult,Low,Lower,0,8.285,Small Family
455,1,male,59.0,0,0,243.31125,S,1,1,1,Adult,Very High,Upper,0,243.31125,Single
456,2,female,42.0,0,0,97.88,C,1,1,1,Adult,High,Middle,0,97.88,Single
457,1,female,29.0,0,0,243.31125,C,1,1,1,Young Adult,Very High,Upper,0,243.31125,Single
458,2,male,18.0,0,0,80.09,C,1,1,0,Teen,High,Middle,0,80.09,Single
459,1,male,23.0,0,0,131.7,S,1,1,1,Young Adult,High,Upper,0,131.7,Single
460,1,male,22.0,0,0,129.83,C,1,1,0,Young Adult,High,Upper,0,129.83,Single
461,1,male,39.0,0,1,243.31125,S,2,0,1,Adult,Very High,Upper,0,121.655625,Small Family
462,3,female,33.0,0,0,45.12,S,1,1,1,Young Adult,Medium,Lower,0,45.12,Single
463,3,female,13.0,0,0,41.72,C,1,1,1,Teen,Medium,Lower,1,41.72,Single
464,3,female,24.0,0,0,17.46,Q,1,1,1,Young Adult,Low,Lower,0,17.46,Single
465,3,female,41.0,0,0,13.97,C,1,1,0,Adult,Low,Lower,0,13.97,Single
466,2,male,35.0,2,3,92.43,C,6,0,0,Young Adult,High,Middle,0,15.405000000000001,Large Family
467,2,male,37.0,1,1,79.46,C,3,0,1,Adult,Medium,Middle,0,26.486666666666665,Small Family
468,3,male,35.0,0,2,47.22,S,3,0,0,Young Adult,Medium,Lower,0,15.74,Small Family
469,1,male,51.0,0,1,140.45,C,2,0,1,Adult,High,Upper,0,70.225,Small Family
470,3,female,33.0,1,0,38.27,S,2,0,1,Young Adult,Medium,Lower,0,19.135,Small Family
471,1,male,25.0,0,0,243.31125,S,1,1,1,Young Adult,Very High,Upper,0,243.31125,Single
472,3,female,18.0,2,0,42.97,C,3,0,1,Teen,Medium,Lower,0,14.323333333333332,Small Family
473,1,female,33.0,2,0,157.63,Q,3,0,1,Young Adult,Very High,Upper,0,52.54333333333333,Small Family
474,3,male,1.0,2,1,13.89,S,4,0,0,Child,Low,Lower,1,3.4725,Small Family
475,3,female,28.0,2,0,49.86,C,3,0,1,Young Adult,Medium,Lower,0,16.62,Small Family
476,3,male,27.0,1,0,15.82,S,2,0,0,Young Adult,Low,Lower,0,7.91,Small Family
477,1,female,12.0,1,1,243.31125,Q,3,0,1,Child,Very High,Upper,1,81.10375,Small Family
478,3,male,18.0,1,1,33.47,S,3,0,0,Teen,Medium,Lower,0,11.156666666666666,Small Family
479,3,male,41.0,1,0,22.5,S,2,0,0,Adult,Low,Lower,0,11.25,Small Family
480,3,female,33.0,1,0,7.39,C,2,0,0,Young Adult,Low,Lower,0,3.695,Small Family
481,3,male,31.0,0,0,58.92,C,1,1,0,Young Adult,Medium,Lower,0,58.92,Single
482,3,female,34.0,0,0,41.66,C,1,1,1,Young Adult,Medium,Lower,0,41.66,Single
483,2,male,31.0,2,0,112.06,Q,3,0,0,Young Adult,High,Middle,0,37.35333333333333,Small Family
484,3,male,46.0,0,0,59.95,S,1,1,0,Adult,Medium,Lower,0,59.95,Single
485,3,male,32.0,1,0,26.56,S,2,0,0,Young Adult,Medium,Lower,0,13.28,Small Family
486,3,male,11.0,3,0,19.01,C,4,0,0,Child,Low,Lower,1,4.7525,Small Family
487,1,female,51.0,1,1,152.46,Q,3,0,1,Adult,Very High,Upper,0,50.82,Small Family
488,2,male,35.0,4,2,47.31,S,7,0,1,Young Adult,Medium,Middle,0,6.758571428571429,Large Family
489,3,male,22.0,1,0,38.33,S,2,0,0,Young Adult,Medium,Lower,0,19.165,Small Family
490,3,male,14.0,0,1,30.98,S,2,0,0,Teen,Medium,Lower,1,15.49,Small Family
491,2,female,35.0,2,0,56.22,S,3,0,1,Young Adult,Medium,Middle,0,18.74,Small Family
492,3,male,28.0,0,0,14.25,C,1,1,0,Young Adult,Low,Lower,0,14.25,Single
493,2,male,50.0,0,0,82.18,S,1,1,1,Adult,High,Middle,0,82.18,Single
494,1,female,26.0,0,0,243.31125,S,1,1,1,Young Adult,Very High,Upper,0,243.31125,Single
495,2,male,19.0,0,0,75.99,C,1,1,0,Teen,Medium,Middle,0,75.99,Single
496,2,female,42.0,0,2,66.1,S,3,0,1,Adult,Medium,Middle,0,22.03333333333333,Small Family
497,3,male,42.0,0,0,25.94,C,1,1,0,Adult,Medium,Lower,0,25.94,Single
498,1,male,32.0,1,3,243.31125,S,5,0,1,Young Adult,Very High,Upper,0,48.66225,Large Family
499,3,male,39.0,1,0,47.62,S,2,0,0,Adult,Medium,Lower,0,23.81,Small Family
500,3,male,30.0,0,0,22.2,S,1,1,0,Young Adult,Low,Lower,0,22.2,Single
501,3,male,33.0,0,0,11.22,S,1,1,0,Young Adult,Low,Lower,0,11.22,Single
502,3,female,45.0,1,0,34.23,S,2,0,1,Adult,Medium,Lower,0,17.115,Small Family
503,2,female,38.0,1,0,78.52,C,2,0,1,Adult,Medium,Middle,0,39.26,Small Family
504,3,male,28.0,2,1,54.98,S,4,0,0,Young Adult,Medium,Lower,0,13.745,Small Family
505,3,female,48.0,0,0,18.73,S,1,1,0,Adult,Low,Lower,0,18.73,Single
506,1,female,1.0,2,0,243.31125,C,3,0,1,Child,Very High,Upper,1,81.10375,Small Family
507,3,male,57.0,0,0,6.67,S,1,1,0,Adult,Low,Lower,0,6.67,Single
508,3,female,8.0,1,0,12.25,Q,2,0,1,Child,Low,Lower,1,6.125,Small Family
509,3,female,22.0,0,1,32.47,S,2,0,1,Young Adult,Medium,Lower,0,16.235,Small Family
510,3,male,29.0,0,1,17.58,S,2,0,0,Young Adult,Low,Lower,0,8.79,Small Family
511,3,female,28.0,0,2,48.9,S,3,0,1,Young Adult,Medium,Lower,0,16.3,Small Family
512,2,male,43.0,0,0,41.6,S,1,1,0,Adult,Medium,Middle,0,41.6,Single
513,3,male,16.0,0,0,5.24,S,1,1,0,Teen,Low,Lower,0,5.24,Single
514,3,male,33.0,1,0,17.81,S,2,0,0,Young Adult,Low,Lower,0,8.905,Small Family
515,1,female,22.0,1,2,243.31125,S,4,0,1,Young Adult,Very High,Upper,0,60.8278125,Small Family
516,1,male,34.0,0,0,104.42,C,1,1,1,Young Adult,High,Upper,0,104.42,Single
517,2,male,29.0,0,0,111.51,C,1,1,0,Young Adult,High,Middle,0,111.51,Single
518,3,male,31.0,0,0,54.05,S,1,1,0,Young Adult,Medium,Lower,0,54.05,Single
519,3,female,23.0,4,0,40.04,S,5,0,0,Young Adult,Medium,Lower,0,8.008,Large Family
520,1,male,23.0,0,1,243.31125,S,2,0,1,Young Adult,Very High,Upper,0,121.655625,Small Family
521,3,male,34.0,0,1,48.08,S,2,0,0,Young Adult,Medium,Lower,0,24.04,Small Family
522,2,male,42.0,0,0,78.47,Q,1,1,0,Adult,Medium,Middle,0,78.47,Single
523,3,male,22.0,1,2,58.08,S,4,0,1,Young Adult,Medium,Lower,0,14.52,Small Family
524,3,male,19.0,0,0,5.32,S,1,1,0,Teen,Low,Lower,0,5.32,Single
525,3,male,38.0,0,3,36.34,S,4,0,0,Adult,Medium,Lower,0,9.085,Small Family
526,2,female,30.0,2,1,115.78,S,4,0,1,Young Adult,High,Middle,0,28.945,Small Family
527,2,male,41.0,1,0,114.9,C,2,0,1,Adult,High,Middle,0,57.45,Small Family
528,2,female,18.0,1,1,85.24,S,3,0,1,Teen,High,Middle,0,28.41333333333333,Small Family
529,1,male,7.0,0,0,120.33,C,1,1,1,Child,High,Upper,1,120.33,Single
530,3,female,23.0,0,0,48.21,S,1,1,1,Young Adult,Medium,Lower,0,48.21,Single
531,3,male,20.0,3,0,37.63,S,4,0,0,Young Adult,Medium,Lower,0,9.4075,Small Family
532,3,female,29.0,2,0,18.82,S,3,0,1,Young Adult,Low,Lower,0,6.273333333333333,Small Family
533,3,male,22.0,0,0,53.91,C,1,1,0,Young Adult,Medium,Lower,0,53.91,Single
534,3,male,40.0,0,0,49.61,S,1,1,0,Adult,Medium,Lower,0,49.61,Single
535,3,female,26.0,0,1,13.8,S,2,0,0,Young Adult,Low,Lower,0,6.9,Small Family
536,3,female,32.0,0,0,50.46,S,1,1,1,Young Adult,Medium,Lower,0,50.46,Single
537,3,female,32.0,1,1,58.5,S,3,0,1,Young Adult,Medium,Lower,0,19.5,Small Family
538,1,male,33.0,3,0,243.31125,C,4,0,1,Young Adult,Very High,Upper,0,60.8278125,Small Family
539,2,male,30.0,0,0,115.36,S,1,1,1,Young Adult,High,Middle,0,115.36,Single
540,1,male,37.0,0,0,198.24,S,1,1,0,Adult,Very High,Upper,0,198.24,Single
541,3,female,20.0,2,0,23.84,S,3,0,1,Young Adult,Low,Lower,0,7.946666666666666,Small Family
542,3,male,48.0,0,1,42.18,S,2,0,0,Adult,Medium,Lower,0,21.09,Small Family
543,1,male,27.0,3,0,243.31125,Q,4,0,1,Young Adult,Very High,Upper,0,60.8278125,Small Family
544,3,male,13.0,1,0,56.12,S,2,0,0,Teen,Medium,Lower,1,28.06,Small Family
545,3,male,32.0,3,1,38.98,S,5,0,0,Young Adult,Medium,Lower,0,7.795999999999999,Large Family
546,2,female,19.0,0,0,42.45,C,1,1,1,Teen,Medium,Middle,0,42.45,Single
547,1,female,39.0,0,1,239.29,S,2,0,1,Adult,Very High,Upper,0,119.645,Small Family
548,3,female,59.0,0,0,21.55,C,1,1,0,Adult,Low,Lower,0,21.55,Single
549,3,female,20.0,0,1,19.98,C,2,0,1,Young Adult,Low,Lower,0,9.99,Small Family
550,3,female,34.0,0,2,26.55,S,3,0,1,Young Adult,Medium,Lower,0,8.85,Small Family
551,3,female,7.0,3,1,5.66,S,5,0,1,Child,Low,Lower,1,1.1320000000000001,Large Family
552,3,male,36.0,2,0,58.3,S,3,0,0,Adult,Medium,Lower,0,19.433333333333334,Small Family
553,3,male,18.0,1,0,34.28,S,2,0,0,Teen,Medium,Lower,0,17.14,Small Family
554,3,male,22.0,0,1,47.54,S,2,0,0,Young Adult,Medium,Lower,0,23.77,Small Family
555,3,male,16.0,1,0,19.18,C,2,0,0,Teen,Low,Lower,0,9.59,Small Family
556,2,male,40.0,1,0,95.1,C,2,0,0,Adult,High,Middle,0,47.55,Small Family
557,1,female,43.0,0,1,227.02,S,2,0,1,Adult,Very High,Upper,0,113.51,Small Family
558,1,male,30.0,3,0,133.47,C,4,0,1,Young Adult,High,Upper,0,33.3675,Small Family
559,3,female,19.0,0,0,58.39,S,1,1,0,Teen,Medium,Lower,0,58.39,Single
560,3,male,51.0,0,2,32.16,S,3,0,0,Adult,Medium,Lower,0,10.719999999999999,Small Family
561,3,female,20.0,0,0,41.16,S,1,1,1,Young Adult,Medium,Lower,0,41.16,Single
